image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_angle
2030,39.799484,3.9268713,13.105153,3.2983098,4,37.0,9.751686,2.7835057,7,0.79273725,0.113248184,78.53803
2031,43.683006,6.061718,8.960123,3.5270905,5,36.0,7.7668676,3.2362022,17,4.8486705,0.28521588,83.322235
2032,34.56182,3.7398772,10.798896,3.4429617,5,31.0,6.6483765,10.466628,7,1.3199408,0.18856297,83.01628
2033,26.633934,5.7968097,5.204663,4.083924,5,23.0,5.205791,0.0,2,0.6049799,0.30248994,74.98625
2034,35.996967,3.8801227,11.453374,3.4372725,4,33.0,8.892793,4.806158,4,0.4257937,0.10644842,86.28757
2035,47.17942,8.1498165,11.157301,3.017991,5,43.0,9.00033,22.233912,9,2.1777668,0.24197407,85.15036
2036,28.368425,6.731779,12.886994,3.361781,2,24.0,12.137643,3.4043765,14,4.0931363,0.2923669,82.2404
2037,39.396996,8.258896,11.48454,3.4937272,5,36.0,7.773609,5.239183,4,0.52895045,0.13223761,84.63174
2038,45.376667,5.8123927,13.697301,3.861076,4,43.0,11.266645,0.0,1,0.31008488,0.31008488,68.68493
2039,23.863276,5.329325,5.2202454,4.1516266,5,23.0,4.772655,0.0,0,0.0,0.0,0.0
2040,61.53029,13.105153,16.626871,3.4886835,5,55.0,11.546032,4.744441,15,3.8001316,0.2533421,90.853096
2041,33.148045,4.799509,5.2981596,3.3831236,5,30.0,6.472778,1.748644,4,0.7841517,0.19603792,88.36929
2042,47.379234,3.5217178,16.424295,NaN,4,41.0,10.917382,2.4578745,10,3.7097054,0.37097052,NaN
2043,38.190052,3.3814723,8.94454,3.5187142,5,34.0,7.597148,0.0,2,0.20430735,0.10215367,104.4845
2044,20.892475,4.3164415,5.4539876,4.1695704,5,20.0,4.1784954,0.0,0,0.0,0.0,0.0
2045,32.943947,9.4120245,12.061105,4.356615,5,29.0,6.247124,1.3050013,7,1.7083268,0.24404669,72.883156
2046,25.14786,7.183681,6.046135,3.6761746,5,18.0,4.3588114,3.595643,14,3.353804,0.23955743,87.24496
2047,33.950920000000004,4.5969324,8.103067,3.6405447,5,30.0,6.7535996,19.138968,2,0.18292487,0.091462426,89.31672
2048,52.92128,7.7758284,10.861227,3.7238095,5,45.0,9.544457,4.191359,12,5.1989884,0.43324903,74.4851
2049,33.490932,6.51362,9.458773,3.7112029,3,31.0,11.163644,0.0,0,0.0,0.0,0.0
2050,21.084995,2.5867486,6.8876076,3.6026266,3,19.0,6.9640307,0.95942897,2,0.19290176,0.09645089,95.31813
2051,61.47615,11.9676075,17.000858,3.216178,5,53.0,11.108175,7.3207664,24,5.9352713,0.247303,80.64846
2052,24.612696,6.061718,5.9682207,3.7386658,4,22.0,6.070228,4.8876452,3,0.3317821,0.110594034,96.670006
2053,30.89935,3.6463804,7.183681,4.3041906,5,29.0,6.17987,0.0,0,0.0,0.0,0.0
2054,31.191954,7.791411,7.3239264,4.0996823,5,28.0,6.211946,0.0,1,0.13222462,0.13222462,94.08459
2055,29.391277,6.061718,8.290061,4.1674213,5,25.0,5.636007,3.2261863,5,1.2112439,0.24224876,74.757126
2056,41.17868,5.002086,7.791411,3.8475904,5,40.0,8.213699,0.0,1,0.110187195,0.110187195,84.01059
2057,35.696514,5.781227,8.22773,3.291597,5,30.0,6.494028,4.057497,13,3.2263737,0.2481826,76.96068
2058,57.181675,9.349693,13.837546,3.3269703,5,54.0,11.20625,2.988286,8,1.1504279,0.14380349,91.574700000000007
2059,48.953075,11.126135,9.645767,3.2532218,5,43.0,8.968193,1.8892399,20,4.1121054,0.20560527,86.87602
2060,36.564205,10.128835,8.695215,3.3286161,4,33.0,8.869671,1.715044,7,1.085521,0.15507443,91.762856
2061,63.168175,11.406626,15.769816,3.4044409,4,58.0,14.9646225,3.5717728,19,3.3096898,0.1741942,84.20518
2062,59.27439,12.450675,17.904663,NaN,5,56.0,11.606859,8.209338,7,1.2400985,0.17715693,NaN
2063,51.300644,11.671534,12.762331,2.7349007,4,45.0,11.796512,3.2651098,20,4.1146026000000004,0.20573014,81.42525
2064,35.03114,7.01227,8.741963,3.5435174,5,31.0,6.592692,4.145789,8,2.0676734,0.25845918,70.166756
2065,52.186153,16.019142,15.380245,3.4403787,4,49.0,12.671997,2.0057907,8,1.4981668,0.18727085,82.81221
2066,40.908302,10.87681,9.287362,4.3146386,5,38.0,7.9263444,3.3789976,3,1.2765797,0.42552653,89.50003
2067,41.04326,10.720982,9.1003685,3.3349667,4,34.0,9.0624895,4.02892,19,4.793294,0.2522787,87.37822
2068,43.62847,7.4330063,13.370062,3.9439154,5,41.0,8.619345,6.0854883,4,0.5317469,0.13293673,81.84693
2069,57.963367,14.616687,16.315214,3.7032623,4,55.0,14.334771,4.034875,7,0.6242821,0.08918316,86.64658
2070,38.26058,8.196565,15.910062,3.4828382,4,35.0,9.241794,2.2736893,8,1.2934011,0.16167514,88.50049
2071,44.324944,9.4120245,11.7027,3.1778889,5,40.0,8.56488,4.469656,9,1.50054,0.16672665,80.46565
2072,49.294685,11.749448,17.904663,3.8364184,4,43.0,11.26037,3.2762995,14,4.253198,0.30379993,83.484146
2073,43.340717,5.0488343,11.391043,3.6990752,5,40.0,8.618707,1.0949005,4,0.24718599,0.061796498,91.45754
2074,50.504337,14.601105,15.878896,3.476334,5,48.0,9.983546,1.7359792,4,0.5866057,0.14665145,74.496925
2075,51.496223,13.183067,21.270552,2.9507573,3,47.0,16.028866,6.3230195,19,3.4096243,0.17945394,87.25803
2076,60.50013,11.250797,16.377546,3.0402014,4,57.0,14.802515,1.7105839,8,1.2900739,0.16125923,86.12607
2077,48.046074,11.48454,15.286749,3.259271,3,42.0,14.706535,2.2990806,11,3.9264624,0.35695112,92.5672
2078,47.000687,11.546871,13.463558,3.9976673,5,44.0,9.289897,0.0,1,0.55120546,0.55120546,66.583405
2079,54.78877,10.87681,10.830062,3.5570292,5,45.0,9.675892,3.9699752,19,6.4093103,0.33733213,79.3426
2080,30.614044,6.4668713,6.8252764,4.061062,4,28.0,7.2903914,3.7444146,7,1.4524761,0.20749658,84.07012
2081,26.69937,5.2358284,9.178283,3.7598429,4,25.0,6.5619917,1.2829967,3,0.4514016,0.15046719,98.25526
2082,37.96196,4.830675,8.710797,3.969833,5,35.0,7.4679255,4.399908,3,0.62233627,0.20744541,83.348206
2083,59.794662,12.575337,16.424295,3.250493,4,54.0,14.162716,2.1014445,15,3.143798,0.20958655,81.92289
2084,32.527805,5.9838037,8.882209,3.8661711,4,29.0,7.7623453,8.695896,4,1.4784259,0.36960647,95.3199
2085,30.663715,4.3320246,8.866626,3.741867,5,29.0,6.049777,9.26208,4,0.4148308,0.10370771,77.353615
2086,34.94495,5.9058895,12.123436,4.092414,5,30.0,6.52966,6.8515773,6,2.2966504,0.38277507,73.69549
2087,42.6673,8.087484,17.125523,3.4651146,4,40.0,10.523601,3.0928905,4,0.57289916,0.14322478,83.163414
2088,39.058273,9.240614,8.788712,3.550287,5,32.0,7.023901,4.813952,19,3.9387658,0.20730348,90.73711
2089,40.048035,6.0305524,12.216932,4.050492,5,33.0,7.03134,2.585121,8,4.891336,0.61141694,55.34085
2090,47.662846,11.0170555,13.214233,3.865824,5,41.0,8.747341,5.40077,15,3.92614,0.26174265,76.31771
2091,43.491898,10.752148,11.952024,3.5231078,5,35.0,7.589617,3.0509212,17,5.5438175,0.32610694,79.16854
2092,35.439667,6.7785277,11.422209,3.7365954,5,32.0,6.966707,3.8748224000000002,5,0.6061328,0.12122657,90.25258
2093,53.710392,11.609202,17.49951,3.546529,5,46.0,9.813022,1.6676246,23,4.6452885,0.20196906,85.08819
2094,60.43146,16.767117,19.088957,2.9156618,4,54.0,13.847002,2.9550998,31,5.043458,0.16269219,82.03407
2095,78.057915,20.32,18.340982,3.8265119,5,65.0,13.483005,2.4276912,34,10.642913,0.31302685,84.1761
2096,63.569008,12.185767,17.000858,3.9388783,5,52.0,11.042052,2.5733998,23,8.358748,0.36342382,80.40631
2097,69.94874,11.858528,19.525276,3.8502808,5,60.0,12.489585,3.2040985,25,7.5008116,0.30003247,74.24293
2098,69.40802,17.655338,20.725153,3.5980427,5,58.0,12.154828,3.4671106,22,8.633877,0.39244893,77.69153
2099,52.452232,15.504909,14.928344,3.867859,5,51.0,10.446675,6.33839,3,0.21885362,0.072951205,86.52566
2100,84.79828,18.808466,17.094357,3.7394335,5,64.0,13.416762,2.5959473,36,17.714468,0.4920686,73.30963
2101,66.39698,15.286749,18.49681,3.8577113,5,54.0,11.328381,3.6568027,28,9.755075,0.3483956,81.33277
2102,40.481136,13.307731,14.569939,4.112333,3,38.0,13.275323,2.9208949,3,0.6551686,0.21838951,63.23001
2103,69.40341,16.876196,19.899263,3.4617186,4,57.0,14.55442,3.3117428,30,11.185721,0.3728574,78.56365
2104,102.682625,10.845644,24.215706,3.5803394,5,90.0,18.352928,2.5107795999999998,30,10.917988,0.36393297,78.21668
2105,55.843464,5.0488343,14.725767,3.5288715,5,52.0,10.981997,6.6065736,6,0.93347824,0.1555797,90.94562
2106,84.53008,5.0644174,23.436565,3.9915745,5,69.0,14.159964,3.1141074,32,13.730269,0.42907104,77.847946
2107,52.62065,12.715583,15.972393,3.1518762,5,46.0,9.615207,3.2082877,15,4.544613,0.30297422,84.52853
2108,74.847595,16.174969,22.735338,3.5476828,4,63.0,16.289679,3.8569953,29,9.688885,0.3340995,87.29442
2109,60.917904,12.20135,15.115337,2.8927689,5,56.0,11.803665,3.6486568,11,1.8995816,0.17268923,79.500015
2110,45.739937,9.1003685,12.964909,4.2849525999999996,4,44.0,11.337213,0.0,2,0.39108795,0.19554397,76.38691
2111,78.5859,21.971779,21.551043,3.5263097,3,67.0,22.63609,3.0052195,25,10.677635,0.42710534,89.24401
2112,77.825516,8.352393,21.14589,4.1292367,5,67.0,13.739939,4.096169,38,9.1258335,0.2401535,78.941826
2113,38.172775,4.3164415,9.287362,3.6068404,5,35.0,7.48329,3.615475,7,0.7563249,0.108046405,92.66078
2114,30.401188,3.4749694,7.993988,4.219137,4,28.0,7.4261355,0.0,2,0.6966437,0.34832183,62.94442
2115,63.011402,6.0928836,16.767117,3.4877627,5,57.0,12.245877,2.3571863,13,1.7820106,0.13707775,82.19804
2116,57.829338,10.48724,11.562454,3.2853968,5,54.0,11.252446,1.2952527,6,1.5671078,0.26118463,88.31794
2117,82.885735,11.344295,21.75362,3.7051897,6,68.0,11.911954,2.711571,30,11.413995,0.38046652,81.29987
2118,85.543846,13.229816,18.964294,3.4786918,5,70.0,14.626888,2.4717116,36,12.409419,0.3447061,80.07897
2119,57.8519,12.076687,23.46773,3.508232,4,48.0,12.5009365,3.329917,22,7.848146,0.3567339,87.9805
2120,65.63463,9.55227,18.231901,3.2876933,4,52.0,13.817256,3.2145262,34,10.365606,0.30487075,80.07583
2121,63.12929,13.619387,17.374847,3.879792,5,56.0,11.671194,6.716336,12,4.7733192,0.3977766,76.582306
2122,53.594437,6.0928836,15.754233,3.4072092,5,50.0,10.453306,0.66199523,5,1.3279055,0.26558113,79.59499
2123,45.70101,6.342209,12.2792635,3.9361355,5,43.0,9.1402025,0.0,0,0.0,0.0,0.0
2124,55.03382,6.8096933,19.790184,3.5519738,6,50.0,8.948795,0.8589523,10,1.3410455,0.13410453,87.54627
2125,61.804455,7.090184,14.289448,3.4279578,5,56.0,11.817139,3.3512738,12,2.7187624,0.22656353,83.90673
2126,51.062008,8.679632,14.866013,3.9391766,5,48.0,10.212402,0.0,0,0.0,0.0,0.0
2127,61.581406,12.715583,18.901964,4.097544,5,57.0,11.932165,4.267517,6,1.9205807,0.32009676,75.56015
2128,57.87009,10.814479,27.067362,3.7056272,4,49.0,12.784153,2.5691273,21,6.7334776,0.32064176,76.65812
2129,42.764324,9.676932,11.26638,3.8248024,4,38.0,10.260985,1.3550661,6,1.7203851,0.28673086,77.960106
2130,31.564062,12.871411,8.165399,3.6865582,5,29.0,6.1614614,1.7741029,5,0.756755,0.151351,91.55937
2131,32.975468,7.3862576,7.635583,3.9745123,4,29.0,7.7023396,4.7536745,4,2.166107,0.54152673,62.843754
2132,48.613285,9.380859,16.954111,3.8549347,4,43.0,11.323579,1.5104094,17,3.3189714,0.1952336,74.17571
2133,32.878902,9.910675,5.937055,3.4527588,5,29.0,6.3634706,6.7061963,2,1.0615478,0.5307739,43.88846
2134,34.7977,8.788712,9.084785,3.9735203,5,31.0,6.774827,0.0,3,0.92356133,0.30785373,65.87732
2135,51.499832,9.318528,11.546871,3.3263268,5,47.0,9.949022,3.118109,10,1.7547195,0.17547198,83.85123
2136,24.725285,5.329325,4.6748466,3.6325521,5,21.0,4.699848,1.1656585,3,1.226042,0.40868068,95.914215
2137,51.186363,10.783313,14.8348465,3.410806,5,44.0,9.202115,16.060844,18,5.1757946,0.28754413,76.53288
2138,41.10338,11.391043,9.489939,3.6952784,5,36.0,7.614097,2.9085052,13,3.0328946,0.23329961,83.8129
2139,30.30966,5.6877303,8.477056,3.345863,6,27.0,5.000558,2.1115384,3,0.30630928,0.10210309,100.41232
2140,54.341557,8.1498165,27.16086,3.9888008,3,45.0,15.332633,1.6527933,27,8.343668,0.30902475,78.17247
2141,19.252897,4.799509,5.9214725,3.8335238,4,15.0,4.4311805,0.0,2,1.5281733,0.7640866,72.804184
2142,67.390884,18.481228,18.839632,4.078824,5,62.0,12.930355,1.9283999,10,2.7391026,0.27391028,89.38841
2143,28.853363,6.4668713,9.567853,3.9467845,6,24.0,4.5700455,20.622408,3,1.43309,0.47769663,58.560684
2144,34.838173,10.549571,10.346994,3.8237407,5,32.0,6.8419814,1.59065,6,0.62826544,0.10471091,87.95243
2145,51.461273,12.045522,17.655338,4.3893514,5,48.0,9.959543,5.0976815,5,1.6635551,0.33271104,71.26877
2146,42.105644,9.240614,14.8348465,4.0835633,5,34.0,7.3287063,4.066859,17,5.462115,0.32130086,75.89686
2147,32.85859,8.539387,8.056319,3.421076,5,28.0,5.9907713,4.828514,10,2.9047272,0.29047275,85.685104
2148,52.20217,12.185767,13.868711,3.9147406,4,47.0,12.156652,5.146144,13,3.5755646,0.27504343,89.22193
2149,31.554846,3.942454,8.866626,3.9859693,5,29.0,6.198219,16.062578,5,0.56375617,0.11275124,91.12037
2150,48.67107,9.66135,17.45276,3.248526,5,43.0,8.976879,1.1553242,9,3.7866795,0.42074215,78.05004
2151,45.772533,8.274479,18.231901,3.6236591,5,39.0,8.134443,2.9583547,16,5.10032,0.31877002,79.377846
2152,42.976425,7.1369324,14.41411,3.243567,6,36.0,6.647322,2.4186466,15,3.092493,0.20616622,80.092705
2153,30.599152,9.022454,7.2148466000000004,3.4704008,5,26.0,5.877097,24.019732,4,1.2136687,0.30341718,78.96558
2154,37.239777,8.882209,8.788712,3.555177,5,34.0,7.281435,0.57119244,5,0.83260417,0.16652083,78.97429
2155,23.688461,7.2304296,6.279877,2.6801965,4,22.0,5.7055473,3.1139157,6,0.8662709,0.14437848,87.25788
2156,53.798473,13.5726385,18.49681,3.042173,5,49.0,10.188943,5.0138116,8,2.8537571,0.35671964,76.904625
2157,31.151533,7.7602453,9.443191,3.9545286,6,26.0,4.871366,3.8866038,5,1.9233395,0.38466787,75.969284
2158,43.949482,8.11865,16.143805,4.106853,5,36.0,7.7231135,2.5065641,12,5.333909,0.44449243,69.34823
2159,62.64881,14.227117,13.089571,3.3633015,5,55.0,11.797109,2.9092221,14,3.663266,0.26166186,82.80547
2160,41.17181,8.570552,9.973006,4.2977314,5,39.0,8.234363,0.0,0,0.0,0.0,0.0
2161,53.87186,6.9655213,15.987976,4.2070813,4,49.0,12.7877,7.6670723,14,2.721056,0.19436112,83.65208
2162,67.158690000000007,10.113252,13.759632,3.7575068,5,64.0,13.32502,0.8853503,3,0.53359807,0.177866,83.958305
2163,28.750181,6.0928836,11.453374,2.070449,3,26.0,9.262063,0.78681076,6,0.9639938,0.16066565,84.86059
2164,64.8785,10.845644,16.548958,3.4787464,6,61.0,10.738601,4.2916145,4,0.4468949,0.111723736,89.12536
2165,51.03134,8.414724,17.857914,3.828452,5,48.0,9.963569,6.715523,5,1.2135026,0.24270053,91.00098
2166,70.69388,11.858528,22.797668,3.683241,5,59.0,12.162409,2.650795,34,9.881827,0.29064193,82.04196
2167,102.32771,20.958897,27.254356,3.7311187,5,86.0,17.790934,2.7904856,31,13.373037,0.43138835,82.62095
2168,45.706852,2.976319,18.138405,4.1675367,5,43.0,9.14137,0.0,0,0.0,0.0,0.0
2169,58.27526,6.29546,19.774601,3.1347787,4,51.0,13.34305,2.2798018,12,4.903058,0.4085882,85.22927
2170,58.47273,6.7629447,18.091656,2.9425285,5,51.0,10.493626,3.950784,17,6.004595,0.35321152,83.66714
2171,46.9483,6.0773005,13.042822,3.5442796,4,41.0,10.370595,1.1362581,10,5.4659257,0.54659253,71.495766
2172,50.009098,7.806994,17.296932,3.6703134,3,43.0,15.065759,4.4865465,20,4.811824,0.2405912,85.53282
2173,71.76651,9.287362,22.314602,3.446225,4,62.0,15.922265,7.5272875,24,8.07746,0.33656085,90.04288
2174,36.95731,10.892393,13.588221,4.342696,3,35.0,12.319103,0.0,0,0.0,0.0,0.0
2175,49.074554,6.4201226,18.434479,3.5635307,4,43.0,11.135737,3.4397316,14,4.531602,0.32368585,70.3857
2176,40.112576,6.575951,11.952024,3.9546573,4,38.0,10.028144,0.0,0,0.0,0.0,0.0
2177,66.26339,15.208835,19.135706,3.5571187,5,55.0,11.440673,3.5511897,21,9.060027,0.43142983,83.92458
2178,80.42355,16.034723,18.808466,3.7471917,5,71.0,14.713593,2.610916,24,6.855586,0.2856494,84.11149
2179,47.342636,6.8096933,18.21632,2.7059445,3,43.0,14.86391,12.120236,17,2.7509158,0.16181856,83.87268
2180,54.604897,10.845644,18.652637,3.043477,4,50.0,13.215422,4.128942,6,1.7432096,0.29053494,89.54261
2181,48.798573,5.7968097,17.78,4.626975,4,46.0,12.06776,9.137388,3,0.5275332,0.1758444,80.518326
2182,47.717064,9.302945,15.520491,3.5361364,5,44.0,9.340621,6.131282,3,1.0139635,0.3379878,87.07886
2183,54.645485,5.781227,18.7773,3.3697684,4,50.0,12.914951,3.3952131,18,2.9856849,0.16587138,86.004166
2184,55.70105,7.1369324,19.416197,3.5247447,4,52.0,13.567676,1.3375803,4,1.4303489,0.35758716,73.3763
2185,59.02526,9.396441,23.171658,3.7972906,3,56.0,19.163736,1.4154855,5,1.5340459,0.30680916,71.27543
2186,53.927998,6.6382823,17.28135,3.495986,5,47.0,9.953364,6.496679,21,4.1611757,0.19815126,81.24708
2187,52.594612,6.918773,18.901964,4.0981073,4,50.0,13.148653,0.0,0,0.0,0.0,0.0
2188,35.933235,2.5711656,15.255583,4.1454005,4,34.0,8.983309,0.0,0,0.0,0.0,0.0
2189,61.931705,7.978405,20.070675,4.043854,5,58.0,12.320391,0.6590906,3,0.32975242,0.10991748,93.1851
2190,62.119057,12.185767,20.055092,3.6923623,6,56.0,9.823609,5.82823,6,3.1774013,0.5295668,65.486305
2191,58.177998,13.354479,17.483927,3.4304442,5,52.0,10.973849,3.1141026,17,3.3087494,0.19463232,88.589554
2192,50.532234,4.5034356,20.226503,3.6098716,4,49.0,12.480773,0.0,2,0.6091447,0.3045723,92.96418
2193,53.09246,8.305644,18.559141,3.6799014,6,50.0,8.803408,1.4433492,3,0.27201736,0.090672456,92.21021
2194,55.07599,10.954724,18.029325,4.2879233,5,52.0,10.905113,0.0,2,0.5504271,0.2752135,84.36623
2195,86.32657,6.685031,23.29632,4.0382824,6,77.0,13.241652,3.0996823,16,6.876662,0.42979133,70.24789
2196,62.2661,12.777914,18.450062,3.8313518,5,57.0,12.010747,29.633625,6,2.2123754,0.36872923,85.108986
2197,44.916615,5.531902,17.49951,4.3941517,4,43.0,11.092296,8.662099,2,0.5474307,0.27371535,83.43262
2198,52.135895,13.759632,19.026627,3.6227703,3,50.0,16.885036,2.71379,3,1.4807942,0.49359807,67.087654
2199,64.03207,9.287362,18.16957,3.7170422,6,59.0,10.4615755,1.5983357,11,1.2626089,0.114782624,90.043495
2200,52.777946,12.014356,15.380245,4.1876507,5,50.0,10.55559,0.0,0,0.0,0.0,0.0
2201,78.32262,15.037423,20.42908,4.1825833,5,74.0,15.325409,0.0,3,1.6955729,0.5651909,65.61212
2202,71.53009,18.824049,18.122822,4.1885943,4,70.0,17.854164,0.0,1,0.113444656,0.113444656,92.489555
2203,52.452496,7.9004908,11.375461,3.8158324,5,47.0,9.896749,8.58194,9,2.9687486,0.329861,70.02648
2204,72.17981,8.586135,18.886381,4.093346,5,66.0,13.709216,4.211433,11,3.6337287,0.33033895,82.59807
2205,48.232635,8.33681,16.206135,4.101336,4,45.0,11.693018,1.8889141,3,1.4605671,0.48685572,62.9941
2206,92.31281,15.754233,14.679019,4.7589865,5,83.0,17.048588,2.5460317,18,7.0698705,0.39277065,79.403725
2207,72.301865,16.626871,19.416197,3.900637,5,67.0,13.933248,3.4862936,8,2.6356301,0.32945377,69.45819
2208,78.65295,13.946626,22.548344,3.910816,5,72.0,14.955563,4.5800605,11,3.8751483,0.3522862,85.34521
2209,71.57324,8.071902,19.10454,4.4432383,5,62.0,12.74887,3.7707396,18,7.828895,0.43493858,68.0771
2210,67.2447,10.3781595,17.219019,3.454203,5,62.0,12.950944,3.4008424,10,2.4899628,0.24899624,67.38083
2211,63.545746,9.567853,11.281963,4.0229025,5,59.0,12.445338,7.5419507,3,1.319052,0.43968397,76.20036
2212,46.63311,8.664049,10.939141,4.1160707,5,44.0,9.326622,0.0,0,0.0,0.0,0.0
2213,85.686806,17.39043,18.231901,3.670656,5,76.0,15.816569,3.7181156,18,6.603955,0.36688635000000003,74.09848
2214,77.854576,16.128222,19.369448,4.240816,5,70.0,14.718085,2.7314253,8,4.2641435,0.5330179,69.18012
2215,42.23781,8.399141,9.801595,4.355868,5,38.0,8.10165,1.0576568,3,1.7295569,0.57651895,69.27033
2216,74.97521,17.966993,20.631657,4.0162363,5,67.0,13.949149,5.483302,21,5.2294636,0.2490221,73.71151
2217,73.541,7.448589,11.983191,4.2166038,6,72.0,12.256833,0.0,0,0.0,0.0,0.0
2218,38.459084,8.539387,9.817178,4.233222,5,37.0,7.691817,0.0,0,0.0,0.0,0.0
2219,52.789085,10.019754,10.611902,4.4585366,5,50.0,10.426884,9.584702,2,0.6546688,0.3273344,106.5573
2220,37.362156,8.414724,13.962209,4.5024614,4,36.0,9.253901,4.857984,2,0.34655625,0.17327812,93.88722
2221,49.541603,8.1498165,10.720982,4.0995665,5,47.0,9.908321,0.0,0,0.0,0.0,0.0
2222,34.818085,6.4668713,9.178283,3.305208,5,32.0,6.837904,7.1915116,4,0.6285672,0.1571418,61.70107
2223,24.366444,6.6538653,8.321227,3.3989975,4,22.0,5.989769,11.034364,2,0.40736824,0.20368412,62.53241
2224,35.76573,9.006871,7.448589,4.0364156,5,33.0,7.153146,0.0,0,0.0,0.0,0.0
2225,37.524055,7.9472394,9.926258,4.215923,5,36.0,7.5048113,0.0,0,0.0,0.0,0.0
2226,39.018063,9.754847,9.910675,4.2096686,5,36.0,7.8036127,0.0,0,0.0,0.0,0.0
2227,36.96002,5.2981596,6.6382823,4.059899,5,35.0,7.392004,0.0,0,0.0,0.0,0.0
2228,27.664848,4.7839265,9.131534,4.2409225,5,25.0,5.53297,0.0,0,0.0,0.0,0.0
2229,34.517754,7.9004908,8.55497,4.3509645,5,32.0,6.843038,0.0,1,0.3025637,0.3025637,91.976776
2230,43.40385,5.6877303,9.33411,4.147335,5,42.0,8.680771,0.0,0,0.0,0.0,0.0
2231,44.540398,7.199264,10.627484,4.369827,5,41.0,8.857826,0.0,1,0.25126547,0.25126547,52.506042
2232,34.966316,5.6253986,12.029939,4.225674,4,33.0,8.741579,0.0,0,0.0,0.0,0.0
2233,21.450907,3.085399,7.0434356,4.1213093,5,19.0,4.2901816,0.0,0,0.0,0.0,0.0
2234,51.50193,5.0644174,16.081472,4.401668,6,48.0,8.583655,0.0,0,0.0,0.0,0.0
2235,75.79643,13.588221,18.060492,4.445191,5,69.0,14.568754,3.0579586,7,2.9526672,0.42180958,75.38462
2236,68.15466,9.1627,9.536687,4.0099053,6,63.0,11.165241,5.2767067,4,1.163208,0.29080203,81.67622
2237,53.965496,9.053619,16.112638,4.235666,5,52.0,10.793099,0.0,0,0.0,0.0,0.0
2238,69.7772,14.959509,22.657423,3.987206,5,60.0,12.466366,3.0762157,17,7.445362,0.43796247,72.78839
2239,72.50769,15.037423,21.597792,4.026768,5,65.0,13.74547,2.0346017,10,3.7803392,0.37803397,69.598816
2240,45.214176,6.217546,9.256196,3.9992828,6,43.0,7.535696,0.0,0,0.0,0.0,0.0
2241,50.621834,7.4953375,13.821963,4.180658,5,49.0,10.124366,0.0,0,0.0,0.0,0.0
2242,42.027435,5.173497,9.287362,4.2636304,7,39.0,6.003919,0.0,0,0.0,0.0,0.0
2243,50.420994,13.837546,13.323313,4.1002126,6,47.0,8.4035,0.0,0,0.0,0.0,0.0
2244,16.539904,2.462086,4.285276,4.2010365,5,15.0,3.3079805,0.0,0,0.0,0.0,0.0
2245,43.16068,8.134233,10.970306,4.3599515,6,40.0,7.1934466,0.0,0,0.0,0.0,0.0
2246,43.25127,7.090184,12.294847,4.1184793,6,40.0,7.208545,0.0,0,0.0,0.0,0.0
2247,64.87754,20.101841,21.161472,4.103496,4,60.0,15.553722,3.8827782,7,2.6626537,0.3803791,61.834137
2248,67.12857,17.125523,18.21632,4.379579,5,63.0,13.1870365,4.706242,3,1.1933875,0.39779583,76.365746
2249,61.664154,15.426994,13.681718,4.290088,5,60.0,12.33283,0.0,0,0.0,0.0,0.0
2250,67.1012,17.265766,13.151902,4.6383615,5,63.0,12.992059,5.4009337,3,2.140903,0.7136343,59.100742
2251,60.007114,15.037423,11.281963,4.2890005,5,57.0,12.001423,0.0,0,0.0,0.0,0.0
2252,70.86696,10.580736,14.41411,4.292411,4,62.0,15.907557,4.530155,26,7.2367287,0.27833578,71.49561
2253,60.35891,15.972393,16.907362,3.6804981,3,57.0,19.604498,1.4039397,5,1.5454206,0.30908412,96.40748
2254,57.52828,8.851043,20.226503,3.7580023,3,53.0,18.220453,24.202848,9,2.8669221,0.3185469,74.18945
2255,15.373161,1.1687117,5.1267486,4.458164,3,14.0,5.1243873,0.0,0,0.0,0.0,0.0
2256,59.69685,14.445276,18.559141,3.7028375,3,57.0,19.150887,4.5815926,9,2.2441835,0.24935372,79.18918
2257,58.889038,9.022454,17.733252,4.328464,5,54.0,11.484402,2.5029354,6,1.4670259,0.24450432,68.57073
2258,40.75973,9.084785,17.99816,4.26273,3,39.0,13.586577,0.0,0,0.0,0.0,0.0
2259,61.899406,3.3814723,17.468344,3.874061,3,57.0,19.391455,2.1805506,11,3.7250366,0.33863965,75.94089
2260,54.99351,11.718283,14.227117,3.9686246,4,52.0,13.381497,3.5835598,5,1.46752,0.293504,66.2107
2261,65.31932,10.985889,20.117424,4.5408134,3,61.0,20.710573,21.665737,8,3.1875956,0.39844942,74.032524
2262,46.641426,11.437792,19.135706,4.084506,3,44.0,15.301109,1.3727633,3,0.7381037,0.24603458,76.35473
2263,40.978104,4.207362,15.56724,4.0756736,3,39.0,13.6593685,0.0,0,0.0,0.0,0.0
2264,42.181244,2.7737424,11.250797,4.0360627,3,37.0,13.034729,3.9951603,9,3.0770545,0.34189495,71.75139
2265,60.56965,9.115951,19.93043,3.940855,3,55.0,18.703661,3.7875302,16,4.4586654,0.2786666,76.60593
2266,56.417072,8.477056,17.49951,3.7132964,3,53.0,18.123827,1.9856489,7,2.0455935,0.29222766,77.37592
2267,36.087658,3.5373006,14.554356,4.303204,3,35.0,12.02922,0.0,0,0.0,0.0,0.0
